source_term,target_term,n_fired,n_helped,n_hurt,n_neutral,net_chrf_delta,avg_chrf_delta,example_file,example_idx,example_source,example_raw,example_final
रब्बी पिके,हियाला पिके,1,0,1,0,-10.786,-10.7856,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,991,जिल्ह्यांमध्ये प्रामुख्याने ७० % क्षेत्रांवर रब्बी पिके घेतली जातात.,जिल्हाम प्रामुख्याकी ७० % क्षेत्राव रब्बी पिके लेदले जातेहे.,जिल्हाम प्रामुख्याकी ७० % क्षेत्राव हियाला पिके लेदले जातेहे.
हळद,ऐअदो,11,5,6,0,-10.785,-0.9805,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,424,"निम्मे गोडेतेल घेवून त्यात मेथी, हळद, हिंग, मोहरी वापरून फोडणी तयार करावी आणि ही फोडणी अंगचे पाणी निथळलेल्या करवंदामध्ये मिसळावी.","निम्मे गोडेतेल लीन तियाम मेथी, हळद, हिंग, मोहरी वापरीन फोडणी तयार केनू आन इ फोडणी अंगचे पाय नितळलेल्या करवंदाम बेडी लेवनू.","निम्मे गोडेतेल लीन तियाम मेथी, ऐअदो, हिंग, रायटों वापरीन फोडणी तयार केनू आन इ फोडणी अंगचे पाय नितळलेल्या करवंदाम बेडी लेवनू."
शेणखत,सां,3,1,2,0,-10.724,-3.5746,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,644,खत व्यवथापन: जमीन नांगरून तयार केल्यानंतर सुरुवातीसच हेक्टरी १० टन चांगले कुजलेले शेणखत अथवा कंपोस्ट जमिनीमध्ये चांगले मिसळून घ्यावे.,खत व्यवस्थापन: जमीन नांगरीन तीयार केयानंतर सुरुवातील हेक्टरी १० टन हारो होडलो शेणखत नायता कंपोस्ट जमिनीम हारो बेडी लेवनू.,खत व्यवस्थापन: जमीन नांगरीन तीयार केयानंतर सुरुवातील हेक्टरी १० टन हारो होडलो सां नायता कंपोस्ट जमिनीम हारो बेडी लेवनू.
गॅस ब्रुडर,गॅस ब्रूडलर,4,0,4,0,-10.311,-2.5777,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,397,व्यवस्थापण 1) पोयला बेन आठवूवडये कृत्रिम उब देईन योक दिहा पक्षी पाड़तेहे आन 4 आठवूवडे पासे मुक्त पद्धतीने पाळणा तियार ओतेहे 2) कृतिम उब दाहाटी लाईट नेते गॅस ब्रुडर वापर कोअना आन पोयला चार आठवडे भुसा गादी तियार कोईन चिड़े पालनु,व्यवस्थापन : १) पहिले दोन आठवडे कृत्रिम उब देवून एक दिवसाचे पक्षी पाळणे आणि ४ आठवड्यानंतर मुक्त पद्धतीने पाळाणी तयार करणे. २) कृत्रिम उब देण्यासाठी लाईट किंवा गॅस ब्रुडरचा वापर करावा आणि पहिले चार आठवडे भुसा गादी तयार करून पक्षी पाळावेत.,व्यवस्थापन : १) पहिले दोन आठवडे कृत्रिम उब देवून एक दिवसाचे पक्षी पाळणे आणि ४ आठवड्यानंतर मुक्त पद्धतीने पाळाणी तयार करणे. २) कृत्रिम उब देण्यासाठी लाईट किंवा गॅस ब्रूडलरचा वापर करावा आणि पहिले चार आठवडे भुसा गादी तयार करून पक्षी पाळावेत.
कुलथी,मुग,2,0,2,0,-10.297,-5.1487,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,574,"हा शिजविण्याचा कालावधी कमी करण्यासाठी कुलथी (हुलगा), मटकी यासारखी कडधान्ये अगोदर पाण्यात रात्रभर भिजत ठेवतात व नंतर शिजवितात.","ओ चुडवुनु कालावधी कमी केरा खातर कुलथी (हुलगा), मटकी इयासारखी कडधान्ये पेहला पांयाम रात्रभर पिजवी थोवतेहे आन नंतर चुडवतेहे.","ओ चुडवुनु कालावधी कमी केरा खातर मुग (हुलगा), मोठ इयासारखी कडधान्ये पेहला पांयाम रात्रभर पिजवी थोवतेहे आन नंतर चुडवतेहे."
आहार,चारो,11,0,11,0,-9.797,-0.8907,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,645,"या प्रकल्पामध्ये बदलत्या हवामानात देशी गायीचे प्रजनन, आहार व आरोग्य व्यवस्थापन यावर मार्गदर्शन केले जाते.","या प्रकल्पाम बदलत्या हवामानात देशी गावडीही प्रजनन, आहार व आरोग्य व्यवस्थापन याव मार्गदर्शन केतेहे.","या प्रकल्पाम बदलत्या हवामानात देशी गावडीही आवाळो, चारो व आरोग्य व्यवस्थापन याव मार्गदर्शन केतेहे."
थेंब,आवाळो,1,0,1,0,-8.509,-8.5086,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,112,"१) ठिबक सिंचन: इतर पद्धतीत आपण शेत भिजवतो, ह्या पद्धतीत थेट मुळांच्या जवळ थेंब थेंब पाणी दिले जाते.","१) ठिबक सिंचन: इतर पद्धतीम आपू खेत पिजवूतेहे, ह्या पद्धतीम थेट मुलाही पाही थेंब थेंब पाय देदलो जाहे.","१) ठिबक सिंचन: इतर पद्धतीम आपू खेत पिजवूतेहे, ह्या पद्धतीम थेट मुलाही पाही आवाळो आवाळो पाय देदलो जाहे."
कीटकनाशक,किटकनाशक,6,0,6,0,-8.499,-1.4164,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,786,क रोगांचे रासायनिक व्यवस्थापन : सर्वसाधारणपणे पिकांच्या रोग नियंत्रणासाठी वापरली जाणारी पध्दत म्हणजे रासायनिकांचा (बुरशीनाशक / जिवाणूनाशक / कीटकनाशक) वापर करणे.,क रोगां रासायनिक व्यवस्थापन : सर्वसाधारणपणे पिकां रोग नियंत्रणाखातोर वापरली जाणारी पध्दत म्हणजे रासायनिकां वापर केनू (बुरशीनाशक / जिवाणूनाशक / कीटकनाशक),क रोगां रासायनिक व्यवस्थापन : सर्वसाधारणपणे पिकां रोग नियंत्रणाखातोर वापरली जाणारी पध्दत म्हणजे रासायनिकां वापर केनू (बुरशीनाशक / जिवाणूनाशक / किटकनाशक)
कलम,कलम करणे,6,0,6,0,-8.276,-1.3794,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,139,त्या खातोर शेतकरी उत्पादक कंपनी संकल्पना कंपनी कायदा 1956 सालाम जन्माल आलो कलम 581 ते 581 झेड टी नुसार कायदेशीर स्वरुप द्या आलो कंपनी कायदा 2013 नुसार शेतकरी उत्पादक कंपनी नोंदणी वीरिही,त्यामुळे शेतकरी उत्पादक कंपनी संकल्पना कंपनी कायदा १९५६ मध्ये जन्माला आलेल्या कलम ५८१ ते ५८१ झेड.टी. नुसार कायदेशीर स्वरूप देण्यात आलेल्या कंपनी कायदा २०१३ नुसार शेतकरी उत्पादक कंपनीची नोंदणी व्हावी.,त्यामुळे शेतकरी उत्पादक कंपनी संकल्पना कंपनी कायदा १९५६ मध्ये जन्माला आलेल्या कलम करणे ५८१ ते ५८१ झेड.टी. नुसार कायदेशीर स्वरूप देण्यात आलेल्या कंपनी कायदा २०१३ नुसार शेतकरी उत्पादक कंपनीची नोंदणी व्हावी.
सुरु,कॅसुरीना,10,0,10,0,-8.027,-0.8027,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,665,झाडाचे सहाव्या किंवा सातव्या वर्षी उत्पादन देणे सुरु होते.,चाडाहा सव वा अडवी नायता सातवी वर्हा उत्पादन देवनु सुरु वेहे.,चाडाहा सव वा अडवी नायता सातवी वर्हा उत्पादन देवनु कॅसुरीना वेहे.
कापूस,कपाशी,20,3,17,0,-7.595,-0.3797,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,978,"१. कापूस : व्हर्टीसीलीअम बुरशीची मर, फ्युजारिअम बुरशीची मर, काळा करपा, मूळकुजवा, खोडावरील करपा, रोग कोलमडणे, जिवाणूंचा करपा,","१. कापूस : व्हर्टीसीलीअम बुरशीही मर, फ्युजारिअम बुरशीही मर, काळा करपा, मूळकुजवा, खोडावरील करपा, रोग कोलमडणे, जिवाणूं करपा,","१. कपाशी : व्हर्टीसीलीअम बुरशीही मर, फ्युजारिअम बुरशीही मर, काळा स्फोट, मूळकुजवा, खोडावरील स्फोट, रोग कोलमडणे, जिवाणूं स्फोट,"
स्क्लेरोशिया,स्क्लेरोटीया,4,2,2,0,-7.555,-1.8887,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,694,द्रावणावर तरंगणाऱ्या स्क्लेरोशिया पेशी गोळा करून जाळून टाकाव्यात. तळाशी असलेले जड बियाणे बाहेर काढून तीन वेळा स्वच्छ पाण्याने धुवुन सावलीत वाळवावे.,द्रावणनाव तोरंगूनाऱ्या स्क्लेरोशिया पेशी गोला कीईन बाली टाकनू . तोलाहेने जड बियारो बारे काडीन तीन वेळा हारा पायाके तूवीन सावलीम हुकवूनू .,द्रावणनाव तोरंगूनाऱ्या स्क्लेरोटीया पेशी गोला कीईन बाली टाकनू . तोलाहेने जड बियारो बारे काडीन तीन वेळा हारा पायाके तूवीन सावलीम हुकवूनू .
खोड,सां,6,0,6,0,-7.516,-1.2527,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,469,"नुकसान : अळ्या पाने खाऊन पिकाचे नुकसान करतात. नुकत्याच अंड्यातून बाहेर आलेल्या अळ्या पानाचा हिरवा पापूद्रा खातात. त्यामुळे पानाला पांढरे चट्टे पडतात. दुसऱ्या ते तिसऱ्या अवस्थेतील अळ्या पानाला छिद्रे करतात. पानाच्या कडा खातात. अळ्या मक्याच्या पोंग्यामध्ये राहून पानाला छिद्रे करतात. त्यामुळे पोंग्यातून बाहेर आलेल्या पानावर एका रेषेत एकसमान छिद्रे दिसतात. सर्वसाधारण एका झाडावर एक किंवा दोन अळ्या राहतात, कारण त्या जवळ आल्यास एकमेकांना खातात. जुनी पाने मोठ्या प्रमाणात पर्णहीन होवून पानाच्या फक्त मध्य शिरा व झाडाचे मुख्य खोड शिल्लक राहते.","नुकसान : अळ्या पाने खायन पिकाहा नुकसान केतेहे. नुकत्याच हाकवामेने बारे आल्या अळ्या पाना हिरवा पापूद्रा खातहे. त्याखातोर पानाहाल पांढरे चट्टे पडतेहे. दुसऱ्या ते तिसऱ्या अवस्थेम अळ्या पानाहाल छिद्रे केतेहे. पाना कडा खातहे. अळ्या डोडा पोंग्याम रिन पानाहाल छिद्रे केतेहे. त्याखातोर पोंग्यामने बारे आले पानाव एका रेषीम एकसमान छिद्रे देखातेहे. सर्वसाधारण एका चाडाव एक किंवा बेन अळ्या रेत्याहा, कारण त्या आरी आल्याव एकमेकांना खात्याहा. जुने पाने मोठ्या प्रमाणाव पर्णहीन वीन पानाहा फक्त मध्य शिरा आन चाडाहा मुख्य खोड शिल्लक रेहे.","नुकसान : अळ्या पाने खायन पिकाहा नुकसान केतेहे. नुकत्याच हाकवामेने बारे आल्या अळ्या पाना हिरवा पापूद्रा खातहे. त्याखातोर पानाहाल पांढरे चट्टे पडतेहे. दुसऱ्या ते तिसऱ्या अवस्थेम अळ्या पानाहाल छिद्रे केतेहे. पाना कडा खातहे. अळ्या डोडा पोंग्याम रिन पानाहाल छिद्रे केतेहे. त्याखातोर पोंग्यामने बारे आले पानाव एका रेषीम एकसमान छिद्रे देखातेहे. सर्वसाधारण एका चाडाव एक किंवा बेन अळ्या रेत्याहा, कारण त्या आरी आल्याव एकमेकांना खात्याहा. जुने पाने मोठ्या प्रमाणाव पर्णहीन वीन पानाहा फक्त मध्य शिरा आन चाडाहा मुख्य सां शिल्लक रेहे."
आश्रय,आश्रयस्थान,6,0,6,0,-7.436,-1.2394,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,977,संघटित आश्रय दात्त्या खुब गरज रेहे नव्या सुविधा आपू हरवूला एकला नेता पटेल स्थानिक रवूला टिकीं रेहे,"संघटित आश्रयदात्याची फारच गरज असल्यामुळे, नव्या सुविधांसह आपले स्वातंत्र्य, एकता आणि स्थानिक पातळीवरील स्थिरता टिकून राहणे आवश्यक आहे.","संघटित आश्रयस्थानदात्याची फारच गरज असल्यामुळे, नव्या सुविधांसह आपले स्वातंत्र्य, एकता आणि स्थानिक पातळीवरील स्थिरता टिकून राहणे आवश्यक आहे."
खा,खनिज,2,0,2,0,-7.255,-3.6273,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,373,आठवड्याम एकदा नेता बेनदा मानडो खा भारे खा पेकश्या मौयनाम फकदा नेता बेन दा खा.,आठवड्यातून एकदा किंवा दोनदा अन्नासाठी पुरेसे अन्न म्हणून महिन्यामध्ये एकदा किंवा दोनदा खा.,आठवड्यातून एकदा किंवा दोनदा अन्नासाठी पुरेसे अन्न म्हणून महिन्यामध्ये एकदा किंवा दोनदा खनिज.
खोड,तण,6,0,6,0,-6.929,-1.1548,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,469,"नुकसान : अळ्यो पाने खाईने पिकहा नुकसान कोअत्योह. तोवेच हाकवामाने बारे येनल्यो अळ्यो पानहा निळो पापूद्रा खातहे . त्याहाटी पानहावोय उजळा चटटा पोडताहा . दुसऱ्या ते तिसऱ्या अवस्थेमाने ओळयो पानहाल छिद्रेपोडतेहे. पानहा किणारा कडा खातहे अळ्या दोडहा पोंग्यामाय रोईन पानहाल छिद्रे पाडतेहे. त्याहाटी पोंग्यामाने बारे येनला पानाहावोय योके रेषेमाय योकसारखे छिद्रे देखातेहे. सर्वसाधारण योका जाडावोय योक नेते बेन ओळयो रोत्योह, काहाका त्यो पाही रोत्योह तोवे योकिबिजील खात्योह. जुने पाने मोठ्या प्रमाणात पर्णहीन होवून पानाच्या फक्त मध्य शिरा ऐन जाडहा मुख्य खोड शिल्लक रोहे.","नुकसान : अळ्या पाने खाऊन पिकाचे नुकसान करतात. त्याचबरोबर अंड्यातुन बाहेर आलेल्या अळ्या पानाचा हिरवा पापुद्रा खातात. त्यामुळे पानावर पांढरे चट्टे पडतात. दुसऱ्या ते तिसऱ्या अवस्थेतील अळ्या पानांना छिद्रे पाडतात. पानाच्या शिरा खातात अळ्या दोडहा पोंग्यात राहुन पानाला छिद्रे पाडतात. त्यामुळे पोंग्यातून बाहेर आलेल्या पानांवर योके रेषेमध्ये एकसारखी छिद्रे दिसतात. सर्वसाधारणपणे एका झाडावर एक किंवा दोन अळ्या असतात, कारण त्या जवळजवळ सारख्याच वेळी भक्ष करतात. प्रौढ पाने मोठ्या प्रमाणात पर्णहीन होवून पानाच्या फक्त मध्य शिरा आणि झाडाचे मुख्य खोड शिल्लक राहते.","नुकसान : अळ्या पाने खाऊन पिकाचे नुकसान करतात. त्याचबरोबर अंड्यातुन बाहेर आलेल्या अळ्या पानाचा हिरवा पापुद्रा खातात. त्यामुळे पानावर पांढरे चट्टे पडतात. दुसऱ्या ते तिसऱ्या अवस्थेतील अळ्या पानांना छिद्रे पाडतात. पानाच्या शिरा खातात अळ्या दोडहा पोंग्यात राहुन पानाला छिद्रे पाडतात. त्यामुळे पोंग्यातून बाहेर आलेल्या पानांवर योके रेषेमध्ये एकसारखी छिद्रे दिसतात. सर्वसाधारणपणे एका झाडावर एक किंवा दोन अळ्या असतात, कारण त्या जवळजवळ सारख्याच वेळी भक्ष करतात. प्रौढ पाने मोठ्या प्रमाणात पर्णहीन होवून पानाच्या फक्त मध्य शिरा आणि झाडाचे मुख्य तण शिल्लक राहते."
जनावरे,पशुधन,6,0,6,0,-6.328,-1.0547,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,776,"जनावरे ठाकेज रिये, आण गेड गेडी बोंबूलूते वेरी, गेड गेडी मूतते वेरी ते गावडी आण पाडी मांजे आवीन तीयूल तूप ने टाक्यो नेत ती गाबू नेय रीइ ते ती बिहरी दाव २१ दिहू की मांजे आवे.","जनावरे स्थिरावलेली असतांना, लाळ्या-गोचीडच्या संसर्गास बळी पडल्यास, लाळ्या-गोचीडच्या लघवीस व मूत्रेस बळी पडल्यास गाय व म्हैस माजावर येण्याचा प्रयत्न करते, तेव्हा त्याला तूप लावले नाही तर ती पुढील वेळेस २१ दिवसांनी माजावर येईल.","पशुधन स्थिरावलेली असतांना, लाळ्या-गोचीडच्या संसर्गास बळी पडल्यास, लाळ्या-गोचीडच्या लघवीस व मूत्रेस बळी पडल्यास गाय व म्हैस माजावर येण्याचा प्रयत्न करते, तेव्हा त्याला तूप लावले नाही तर ती पुढील वेळेस २१ दिवसांनी माजावर येईल."
नारळ,नाराल्यें,11,6,5,0,-5.593,-0.5085,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,370,"नारळ-मसाला मिश्रपिकांच्या लागवडीसाठी चांगल्या जमिनीची निवड, योग्य पाणीपुरवठा आणि अनुकूल नैसगिर्क हवामान या बाबी मुलभूत आहेत. विद्यापीठाने केलेल्या शिफारशीनुसार नारळ तसेच मिश्र पीक म्हणून मसाला पिकांची लागवड करावी.",नारळ मसाला मिश्रपिकां लागवडी खातोर हारी जमिनी निवड योग्य पांया पुरवठा आणे अनुकूल नैसगिर्क हवामान इया बाबी मुलभूत हाय.विद्यापीठाय केला शिफारस नुसार नारळ आणे मसाला पिका लागवड केरा जोजे,नाराल्यें मसाला मिश्रपिकां लागवडी खातोर हारी जमिनी निवड योग्य पांया पुरवठा आणे अनुकूल नैसगिर्क हवामान इया बाबी मुलभूत हाय.विद्यापीठाय केला शिफारस नुसार नाराल्यें आणे मसाला पिका लागवड केरा जोजे
सोप,बडीशेप,6,0,6,0,-4.985,-0.8308,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,221,त्यामुळे चाडवाहा मुख्य आराखडा तयार वेरी एन. चाडावा उंची कमी वेईन हेंग्या काढनु सोप जाई एन उत्पादन वादि.,त्यामुळे झाडाचा मुख्य आराखडा तयार होईल व झाडाची उंची कमी होऊन शेंगा काढणीस सोपी होऊन उत्पादन वाढेल.,त्यामुळे झाडाचा मुख्य आराखडा तयार होईल व झाडाची उंची कमी होऊन शेंगा काढणीस बडीशेपी होऊन उत्पादन वाढेल.
शाश्वत उत्पन्न,शाश्वत उत्पादन,6,0,6,0,-4.938,-0.8229,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,791,"गोडया पायाम मासे व्यवसाय प्रथीनयुक्त अन्ना गरज मीटी जाहे आन शाश्वत उत्पन्न स्त्रोत म्हणून मासे व्यवसाय ओ आपु शेतकऱ्याहाल हारो पर्यय हाय गोड्या पाया मेने मासे व्यवसाय बाराबी तलाव , जलाशय तेहे केज जीया खेतुम तळाम वो रहो बोय पाय टिकी रोहे एन्डा ठिकानाव खेती केरूला हारो रेहे","गोड्या पाण्यातील मत्स्यव्यवसाय प्रथिनयुक्त अन्नाची गरज भागवतो आणि शाश्वत उत्पन्न स्त्रोत म्हणून मत्स्यव्यवसाय हा आपल्या शेतकऱ्यांसाठी उत्तम पर्याय आहे. गोड्या पाण्यातील मत्स्यव्यवसायासाठी बारमाही तलाव, जलाशय तसेच ज्या ठिकाणी पावसाळ्यात तळ्यात पाणी टिकून राहते अशा ठिकाणी शेती करणे योग्य ठरते.","गोड्या पाण्यातील मत्स्यव्यवसाय प्रथिनयुक्त अन्नाची गरज भागवतो आणि शाश्वत उत्पादन स्त्रोत म्हणून मत्स्यव्यवसाय हा आपल्या शेतकऱ्यांसाठी उत्तम पर्याय आहे. गोड्या पाण्यातील मत्स्यव्यवसायासाठी बारमाही तलाव, जलाशय तसेच ज्या ठिकाणी पावसाळ्यात तळ्यात पाणी टिकून राहते अशा ठिकाणी शेती करणे योग्य ठरते."
बुरशीजन्य रोग,अँथ्रॅकनोज,1,0,1,0,-4.797,-4.7967,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,796,भात पिकाच्या पुनर्लागवडीनंतर १५ दिवसांनी शेतात ट्रायकोडर्मा आणि शेणखताचे मिश्रण वापरल्यास बुरशीजन्य रोग टळतात.,हाली रोप फासी ठाइन १५ दिहाकी शेताम ट्रायकोडर्मा आन शेणखता मिश्रण वापरूनु बुरशीजन्य रोग नाहा लागते.,हाली रोप फासी ठाइन १५ दिहाकी शेताम ट्रायकोडर्मा आन शेणखता मिश्रण वापरूनु अँथ्रॅकनोज नाहा लागते.
उडीद,उरद,6,2,4,0,-4.789,-0.7981,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,191,८) मूग व उडीद पिकांची पेरणी अजिबात करु नये.,८) मूग आन उडीद पिकां पेरणी अजिबात करु नाय.,८) मुगड्या आन उरद पिकां ओनू अजिबात करु नाय.
फळमाशी,फळमाखा,6,0,6,0,-4.525,-0.7541,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,969,फळमाशी : क्ल्यु-ल्युर कामगंध सापळे एकरी 5 या प्रमाणात वापरावे.,फळमाशी : क्ल्यु-ल्युर कामगंध सापळे एकरी 5 या प्रमाणाम वापरुनू,फळमाखा : क्ल्यु-ल्युर कामगंध सापळा एकरी 5 या प्रमाणाम वापरुनू
शेवगा,हेगवो,1,0,1,0,-4.21,-4.2102,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,442,"पानवेलीस सावली आणि आधारासाठी शेवरी, शेवगा किंवा हदगा या वनस्पतींची लागवड आखणीझाल्यानंतर जून किंवा जुलै महिन्यात पहिल्या आठवड्यात करावी.","पानवेलीस सावली आन आधार खातोर शेवरी, शेवगा किंवा हदगा या वनस्पतीं लागवड आखणीझाल्यानंतर जून किंवा जुलै महिन्यात पहिल्या आठवड्यात केनू.","पानवेलीस सावली आन आधार खातोर शेवरी, हेगवो किंवा हदगा या वनस्पतीं लागवड आखणीझाल्यानंतर जून किंवा जुलै महिन्यात पहिल्या आठवड्यात केनू."
कलिंगड,टरबूज,5,0,5,0,-4.158,-0.8316,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,272,कलिंगड फळे तयार झाल्याची लक्षणे खालीलप्रमाणे -,कलिंगड फल तयार वी जाय तिया लक्षणे निचे देदले हाय -,टरबूज फल तयार वी जाय तिया लक्षणे निचे देदले हाय -
मत्स्य व्यवसाय,मासे पालनू धंदो,6,0,6,0,-3.71,-0.6183,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,791,"गोड्या पाण्यातील मत्स्य व्यवसाय : प्रथिनयुक्त अन्नाची गरज भागविणारा व शाश्वत उत्पन्नाचा स्त्रोत म्हणून मत्स्य व्यवसाय हा एक चांगला पर्याय आहे. गोड्या पाण्यातील मत्स्य व्यवसाय बारमाही तलाव, जलाशय तसेच ज्या शेत तळ्यांमध्ये वर्षभर पाणी टिकून राहते अशा ठिकाणी करणे सहज शक्य आहे.","गोड्या पायाम मत्स्य व्यवसाय : प्रथिनयुक्त अन्ना गरज भागविणारा ऐन शाश्वत उत्पन्नाचा स्त्रोत म्हणून मत्स्य व्यवसाय हा एक हारो पर्याय हाय. गोड्या पायाम मत्स्य व्यवसाय बारमाही तलाव, जलाशय तसेच ज्या शेत तळ्यांमध्ये वर्षभर पाय टिकीन रेहे ऐहंडा ठिकाणी केनु सहज शक्य हाय.","गोड्या पायाम मासे पालनू धंदो : प्रथिनयुक्त अन्ना गरज भागविणारा ऐन शाश्वत उत्पन्नाचा स्त्रोत म्हणून मासे पालनू धंदो हा एक हारो पर्याय हाय. गोड्या पायाम मासे पालनू धंदो बारमाही तलाव, जलाशय तसेच ज्या खेतो तळ्यांमध्ये वर्षभर पाय टिकीन रेहे ऐहंडा ठिकाणी केनु सहज शक्य हाय."
शेत,खेतो,6,0,6,0,-3.71,-0.6183,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,791,"गोड्या पाण्यातील मत्स्य व्यवसाय : प्रथिनयुक्त अन्नाची गरज भागविणारा व शाश्वत उत्पन्नाचा स्त्रोत म्हणून मत्स्य व्यवसाय हा एक चांगला पर्याय आहे. गोड्या पाण्यातील मत्स्य व्यवसाय बारमाही तलाव, जलाशय तसेच ज्या शेत तळ्यांमध्ये वर्षभर पाणी टिकून राहते अशा ठिकाणी करणे सहज शक्य आहे.","गोड्या पायाम मत्स्य व्यवसाय : प्रथिनयुक्त अन्ना गरज भागविणारा ऐन शाश्वत उत्पन्नाचा स्त्रोत म्हणून मत्स्य व्यवसाय हा एक हारो पर्याय हाय. गोड्या पायाम मत्स्य व्यवसाय बारमाही तलाव, जलाशय तसेच ज्या शेत तळ्यांमध्ये वर्षभर पाय टिकीन रेहे ऐहंडा ठिकाणी केनु सहज शक्य हाय.","गोड्या पायाम मासे पालनू धंदो : प्रथिनयुक्त अन्ना गरज भागविणारा ऐन शाश्वत उत्पन्नाचा स्त्रोत म्हणून मासे पालनू धंदो हा एक हारो पर्याय हाय. गोड्या पायाम मासे पालनू धंदो बारमाही तलाव, जलाशय तसेच ज्या खेतो तळ्यांमध्ये वर्षभर पाय टिकीन रेहे ऐहंडा ठिकाणी केनु सहज शक्य हाय."
वैशिष्ट्य,वैशिष्ट्य मोजणी,6,0,6,0,-2.901,-0.4836,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600_beam/bhb2mar_predictions.jsonl,37,"विजयनगर स्थापत्यकलेचो एक पैलू, जो ह्या महान शहराचो सार्वदेशिकत्व दाखवतो, तो हांव इस्लामी वैशिष्ट्य असलेल्या बरेच दीर्घकालिक वास्तूंचो अस्तित्व आय।","विजयनगर स्थापत्यकलेचे एक पैलू, जे ह्या महान शहराचे सार्वदेशिकत्व दर्शवते, ते म्हणजे इस्लामी वैशिष्ट्य असलेल्या बरेच दीर्घकालिक वास्तूंचे अस्तित्व.","विजयनगर स्थापत्यकलेचे एक पैलू, जे ह्या महान शहराचे सार्वदेशिकत्व दर्शवते, ते म्हणजे इस्लामी वैशिष्ट्य मोजणी असलेल्या बरेच दीर्घकालिक वास्तूंचे अस्तित्व."
फायदे,फायदो,2,0,2,0,-2.425,-1.2126,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,591,एकतर्फी उतार असलेल्या शेतात उताराला आडवी पेरणी केल्यास खालील फायदे होतात.,एकतर्फी उतार रेहल्या खेताम उताराल आडवी पेरणी केयीता निचे फायदे वेताहा.,एकतर्फी उतार रेहल्या खेताम उताराल आडवी ओनू केयीता निचे फायदो वेताहा.
मुग,कुलथी,4,0,4,0,-2.35,-0.5874,output/rudra-bhili-translate/generations/bhb2mar/ckp_33600/bhb2mar_predictions.jsonl,191,मुग आन उडी़द इया पिकाहाल पेऊनु नाय,मुगा आणि उडीदा या पिकांची आंतरपिक म्हणून पेरणी करू नये.,कुलथीा आणि उडीदा या पिकांची आंतरपिक म्हणून पेरणी करू नये.
